name,url,is_snkrs_pass
【NIKE公式】レディース ブレーザー MID '77 'Swatch' (DA2142-146 / W BLAZER MID '77),https://www.nike.com/jp/launch/t/womens-blazer-mid-77-swatch,False
レディース スペースヒッピー 04 - アストロノミー ブルー 'This is Trash' 発売日,https://www.nike.com/jp/launch/t/womens-space-hippie-04-astronomy-blue-this-is-trash,False
【NIKE公式】スペースヒッピー 04 'This is Trash' (CZ6398-101 / SPACE HIPPIE 04),https://www.nike.com/jp/launch/t/space-hippie-04-this-is-trash-astronomy-blue,False
【NIKE公式】アダプト オート マックス 'Fireberry' (CZ6804-001 / ADAPT AUTO MAX),https://www.nike.com/jp/launch/t/adapt-auto-max-fireberry,False
【NIKE公式】レディース エア マックス ヴェローナ 'Audacious Air Pack' (CU7909-100 / WOMEN’S AM VERONA),https://www.nike.com/jp/launch/t/womens-air-max-verona-audacious-air-pack,False
【NIKE公式】レディース エア マックス アップ 'Audacious Air Pack' (DA8984-100 / WOMEN’S AM UP),https://www.nike.com/jp/launch/t/womens-air-max-up-audacious-air-pack,False
【NIKE公式】エア ジョーダン 7 GC 'Chile Red' (CW2805-160 / AJ 7),https://www.nike.com/jp/launch/t/air-jordan-7-gc-chile-red,False
【NIKE公式】エア ジョーダン 1 ズーム 'Crater' (CW2414-001 / AJ 1 ZOOM),https://www.nike.com/jp/launch/t/air-jordan-1-zoom-crater,False
【NIKE公式】レディース ジョーダン ズーム '92 'Sail' (CK9184-100 / WOMEN'S JORDAN ZOOM '92),https://www.nike.com/jp/launch/t/womens-jordan-zoom-92-sail,False
【NIKE公式】ISPA オーバーリアクト フライニット 'Shadowberry' (CD9664-002 / ISPA OVERREACT FLYKNIT),https://www.nike.com/jp/launch/t/ispa-overreact-flyknit-shadowberry,False
【NIKE公式】アダプト BB 2.0 'Black Mag' (BQ5397-002 / ADAPT BB 2.0),https://www.nike.com/jp/launch/t/adapt-bb-2-black-mag,False
ISPA ドリフター スプリット 'Spruce' 発売日,https://www.nike.com/jp/launch/t/ispa-drifter-split-spruce,False
ISPA ドリフター スプリット 'Iron Grey' 発売日,https://www.nike.com/jp/launch/t/ispa-drifter-split-iron-grey,False
【NIKE公式】レディース エア ジョーダン 1 MID 'Patent Blend' (CV5276-001 / WOMEN’S AJ 1 MID),https://www.nike.com/jp/launch/t/womens-air-jordan-1-mid-patent-blend,False
【NIKE公式】オフライン 'Vast Grey' (CJ0693-001 / OFF-LINE),https://www.nike.com/jp/launch/t/off-line-vast-grey,False
【NIKE公式】オフライン 'Black Menta’ (CJ0693-002 / OFF-LINE),https://www.nike.com/jp/launch/t/off-line-black-menta,False
【NIKE公式】KD13 'Easy Money Sniper' (DA1341-100 / KD13),https://www.nike.com/jp/launch/t/kd-13-easy-money-sniper,False
【NIKE公式】スペースヒッピー 04 - レモン ヴェノム 'This is Trash' (CZ6398-700 / SPACE HIPPIE 04),https://www.nike.com/jp/launch/t/space-hippie-04-this-is-trash-lemon-venom,False
【NIKE公式】スペース ヒッピー 01 - ウィート ホワイト 'This is Trash' (CZ6148-002 / SPACE HIPPIE 01),https://www.nike.com/jp/launch/t/space-hippie-01-wheat-white,False
【NIKE公式】ウィメンズ スペースヒッピー 04 - レモン ヴェノム 'This is Trash' (CD3476-700 / SPACE HIPPIE 04),https://www.nike.com/jp/launch/t/womens-space-hippie-04-this-is-trash-lemon-venom,False
【NIKE公式】エア マックス ZM950 'Vast Grey' (CK6852-002 / AM ZM950),https://www.nike.com/jp/launch/t/air-max-zm950-vast-grey,False
【NIKE公式】The Drop Off,https://www.nike.com/jp/launch/t/the-drop-off-am-zoom-950-jp,False
【NIKE公式】ISPA フロー 2020 SE 'Spruce' (CI1474-001 / ISPA INTAKE),https://www.nike.com/jp/launch/t/ispa-flow-2020-se-spruce,False
【NIKE公式】ISPA フロー 2020 SE 'Olive' (CI1474-200 / ISPA FLOW 2020 SE),https://www.nike.com/jp/launch/t/ispa-flow-2020-se-olive,False
ナイキ x ISPA 'Apparel Collection' 発売日,https://www.nike.com/jp/launch/t/ispa-apparel-collection-fa20-2,False
【NIKE公式】ACG エア デシューツ 'Mt. Fuji' (CZ3776-001 / ACG AIR DESCHUTZ),https://www.nike.com/jp/launch/t/acg-air-deschutz-mt-fuji,False
【NIKE公式】レディース エア マックス アップ 'Triple Black' (CK4124-001 / WOMEN’S AM UP),https://www.nike.com/jp/launch/t/womens-max-up-triple-black,False
【NIKE公式】レディース エア マックス アップ 'Hyper Crimson' (CK4124-800 / WOMEN’S AM UP),https://www.nike.com/jp/launch/t/womens-air-max-up-hyper-crimson,False
【NIKE公式】カイブリッド S2 'Sashiko' (DA6808-100 / KYBRID S2z),https://www.nike.com/jp/launch/t/kybrid-s2-sashiko,False
【NIKE公式】ISPA オーバーリアクト サンダル 'Wheat' (CQ2230-700 / ISPA OVERREACT SANDAL),https://www.nike.com/jp/launch/t/ispa-overreact-sandal-wheat,False
【NIKE公式】ナイキ x ステューシー 'Apparel Collection' ,https://www.nike.com/jp/launch/t/st%C3%BCssy-apparel-collection-fa20,False
【NIKE公式】スペースヒッピー 01 - ボルト 'This is Trash' (CQ3986-002 / SPACE HIPPIE 01 - VOLT),https://www.nike.com/jp/launch/t/space-hippie-01-volt,False
【NIKE公式】スペースヒッピー 02 - ボルト 'This is Trash' (CQ3988-002 / SPACE HIPPIE 02 - VOLT),https://www.nike.com/jp/launch/t/space-hippie-02-volt,False
【NIKE公式】スペースヒッピー 03 - ボルト 'This is Trash' (CQ3989-002 / SPACE HIPPIE 03 - VOLT),https://www.nike.com/jp/launch/t/space-hippie-03-volt,False
【NIKE公式】ISPA 'Apparel Collection' ,https://www.nike.com/jp/launch/t/ispa-apparel-collection-fa20,False
【NIKE公式】ISPA オーバーリアクト フライニット 'Crimson Volt' (CD9664-001 / ISPA OVERREACT FLYKNIT),https://www.nike.com/jp/launch/t/ispa-overreact-flyknit-crimson-volt,False
【NIKE公式】ISPA オーバーリアクト フライニット 'Light Bone' (CD9664-100 / ISPA OVERREACT FLYKNIT),https://www.nike.com/jp/launch/t/ispa-overreact-flyknit-light-bone,False
【NIKE公式】エア ジョーダン 11 LOW 'Gym Red' (AV2187-160 / AJ 11 LOW),https://www.nike.com/jp/launch/t/air-jordan-11-low-gym-red,False
【NIKE公式】エア マックス 90 'Orange Duck Camo' (CW4039-800 / AM 90),https://www.nike.com/jp/launch/t/air-max-90-orange-duck-camo,False
【NIKE公式】ナイキ スペースヒッピー 02 'This is Trash' (CQ3988-001 / SPACE HIPPIE 02),https://www.nike.com/jp/launch/t/space-hippie-02,False
【NIKE公式】スペースヒッピー 04 'This is Trash' (CD3476-100 / SPACE HIPPIE 04),https://www.nike.com/jp/launch/t/space-hippie-04-this-is-trash-crimson,False
【NIKE公式】スペースヒッピー 04 'This is Trash' (CD3476-001 / SPACE HIPPIE 04),https://www.nike.com/jp/launch/t/space-hippie-04-this-is-trash-volt,False
【NIKE公式】エア ジョーダン 13 レトロ 'Flint Grey' (414571-404 / AJ 13 RETRO),https://www.nike.com/jp/launch/t/air-jordan-13-retro-flint-grey,False
【NIKE公式】アダプト オート マックス 'Pure Platinum' (CI5018-002 / ADAPT AUTO MAX),https://www.nike.com/jp/launch/t/adapt-auto-max-pure-platinum,False
【NIKE公式】レディース ジョーダン デルタ 'Vachetta Tan' (CT1003-200 / WOMEN’S JORDAN DELTA),https://www.nike.com/jp/launch/t/womens-jordan-delta-vachetta-tan,False
【NIKE公式】レディース エア ジョーダン 4 'Lucid Green' (AQ9129-100 / WOMEN'S AJ 4),https://www.nike.com/jp/launch/t/womens-air-jordan-4-lucid-green,False
【NIKE公式】ブレーザー MID ‘77 'Red Sketch' (CW7580-100 / BLAZER MID ‘77),https://www.nike.com/jp/launch/t/blazer-mid-77-red-sketch,False
【NIKE公式】ブレーザー MID ‘77 'Black Sketch' (CW7580-101 / BLAZER MID ‘77),https://www.nike.com/jp/launch/t/blazer-mid-77-black-sketch,False
アダプト オート マックス 'Motherboard' 発売日,https://www.nike.com/jp/launch/t/adapt-auto-max-motherboard-amd,False
【NIKE公式】レディース ブレーザー MID ‘77 'White/Black' (CZ1055-100 / WOMEN’S BLAZER MID ‘77),https://www.nike.com/jp/launch/t/womens-blazer-mid-white-black,False
【NIKE公式】エア マックス 90 x Undefeated 'Black' (CQ2289-002 / AM 90 X UNDEFEATED),https://www.nike.com/jp/launch/t/air-max-90-undefeated-black,False
【NIKE公式】エア ジョーダン 3 'Jordan Unite Collection' (CK5692-600 / AJ 3 RETRO),https://www.nike.com/jp/launch/t/air-jordan-3-jordan-unite-collection,False
【NIKE公式】ナイキクラフト x トム・サックス 'Apparel Collection' (NIKECRAFT X TOM SACHS),https://www.nike.com/jp/launch/t/nikecraft-tom-sachs-apparel-collection,False
【NIKE公式】エア ジョーダン 1 HIGH 'Black/Gym Red' (555088-060 / AJ 1 HIGH),https://www.nike.com/jp/launch/t/air-jordan-1-high-black-gym-red,False
【NIKE公式】エア ストリーク ライト 'Back On Track' (CU8538-400 / AIR STREAK LITE),https://www.nike.com/jp/launch/t/air-streak-lite-back-on-track,False
Nike c/o ヴァージル・アブロー “Athlete in Progress” 発売日,https://www.nike.com/jp/launch/t/nike-co-virgil-abloh-athlete-in-progress-apparel-collection,False
ナイキ x アンダーカバー Apparelコレクション,https://www.nike.com/jp/launch/t/undercover-apparel-collection,False
ISPA ジョイライド エンベロープ 'Black/Metallic Silver' 発売日,https://www.nike.com/jp/launch/t/ispa-joyride-envelope-black-metallic-silver,False
ナイキ x オフホワイト ヴェイパー ストリート 'Athlete in Progress' 発売日,https://www.nike.com/jp/launch/t/vapor-street-off-white-athlete-in-progress-black,False
ナイキ x オフホワイト ヴェイパー ストリート 'Athlete in Progress' 発売日,https://www.nike.com/jp/launch/t/vapor-street-off-white-athlete-in-progress-polarized-blue,False
【NIKE公式】ナイキ x オフホワイト ヴェイパー ストリート 'Athlete in Progress' (CD8178-700 / NIKE X OFF-WHITE VAPOR STREET),https://www.nike.com/jp/launch/t/vapor-street-off-white-athlete-in-progress-tour-yellow,False
【NIKE公式】エア フォース 1 'Shadow' ( AIR FORCE 1 SHADOW CI0919-100),https://www.nike.com/jp/launch/t/air-force-1-shadow-100-jp,False
レディース エア ジョーダン 1 'Fearless' 発売日,https://www.nike.com/jp/launch/t/womens-air-jordan-1-fearless,False
【NIKE公式】エア マックス 90 サープラス 'Cargo Khaki' (CQ7743-300 / AM 90 SURPLUS),https://www.nike.com/jp/launch/t/air-max-90-surplus-cargo-khaki,False
【NIKE公式】レディース エア ジョーダン 6 'Tech Chrome' (CK6635-001 / WOMEN’S AJ 6),https://www.nike.com/jp/launch/t/womens-air-jordan-6-tech-chrome,False
【NIKE公式】エア ジョーダン 5 'What The' (AJ 5 RETRO WTJ / CZ5725-700),https://www.nike.com/jp/launch/t/air-jordan-5-what-the,False
【NIKE公式】カイブリッド S2 'Pineapple' (KYBRID S2 PINEAPPLE / CQ9323-900),https://www.nike.com/jp/launch/t/kybrid-s2-pineapple,False
【NIKE公式】ダンク LOW 'Ceramic' (DUNK LOW SP / DA1469-001),https://www.nike.com/jp/launch/t/dunk-low-ceramic,False
【NIKE公式】ナイキ x フィア オブ ゴッド 'Apparel Collection' ,https://www.nike.com/jp/launch/t/fear-of-god-apparel-collection-ho20,False
